,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27999,45710731,Private & Cozy Studio in the center of NYC,170568130,Ignacio,Manhattan,Kips Bay,40.74372,-73.98066,Entire home/apt,85,1,65,01/12/21,8.13,13,146
28000,45711426,Huge Room in Charming Apt and Neighborhood,132496661,Mary,Manhattan,Upper East Side,40.77374,-73.94721,Private room,45,4,2,21/12/20,0.34,1,0
28001,45713398,4BR Sunnyside House 6min walk->52nd sta,137358866,Kaz,Queens,Sunnyside,40.74895,-73.91208,Entire home/apt,195,30,0,,,162,33
28002,45714002,Three Spacious BR->Midtown,137358866,Kaz,Queens,Woodside,40.74437,-73.91179,Entire home/apt,163,30,0,,,162,278
28003,45718442,Charming 2 bed in UWS  close to park,330367162,Ofry,Manhattan,Upper West Side,40.79332,-73.96646,Entire home/apt,225,30,3,27/11/21,0.24,3,339
28004,45718510,Eli & Marcelo’s Cozy Place,370560523,Marcelo,Queens,Middle Village,40.71,-73.89384,Private room,80,1,13,16/04/21,13.0,1,359
28005,45718587,Luxurious 2 bed with washer close to park,330367162,Ofry,Manhattan,Upper West Side,40.79323,-73.96603,Entire home/apt,225,30,0,,,3,336
28006,45719045,Clean white room with 3 windows and TV & Soundbar,361530167,Rodrigo,Queens,Astoria,40.75512,-73.91447,Private room,37,2,4,25/12/20,0.3,1,279
28007,45720236,Penthouse large private rooftop Manhattan skyline,91571876,Lena,Queens,Long Island City,40.74459,-73.95063,Entire home/apt,563,5,17,28/11/21,1.28,3,202
28008,45721454,Entire Apart. Cozy Studio in a Private Townhouse,209279462,Rodrigo,Manhattan,Harlem,40.83057,-73.94701,Entire home/apt,58,30,4,07/08/21,0.55,8,180
28009,45721630,"the COZY ,  and cheapest",322776373,Wendy,Queens,Astoria,40.76313,-73.91073,Private room,40,5,1,09/09/21,0.34,2,341
28010,45722560,Elite & Artist Manhattan Palace (NYU 3 mins),369104627,An Ting,Manhattan,NoHo,40.72886,-73.99344,Entire home/apt,354,1,0,,,3,363
28011,45722884,Best Location In The City (West 57th Street) Apt4D,293238741,David,Manhattan,Hell's Kitchen,40.76873,-73.98689,Entire home/apt,130,30,3,31/08/21,0.53,3,320
28012,45723550,C1 Private Room in Beautiful UWS Apartment,90538873,Tammy,Manhattan,Upper West Side,40.79065,-73.96965,Private room,73,1,39,13/11/21,7.01,4,6
28013,45723636,Queens Modern Apartment with WiFi!,127847762,Winston,Queens,Corona,40.73717,-73.86495,Entire home/apt,171,2,65,27/11/21,16.12,2,71
28014,45723900,C2 Private Room in Beautiful UWS Apartment,90538873,Tammy,Manhattan,Upper West Side,40.79159,-73.97085,Private room,73,1,27,09/11/21,9.42,4,7
28015,45724665,C3 Private Room in beautiful UWS Apartment,90538873,Tammy,Manhattan,Upper West Side,40.79068,-73.96896,Private room,79,1,25,20/10/21,7.65,4,11
28016,45724766,C4 Private Room in Beautiful UWS Apartment,90538873,Tammy,Manhattan,Upper West Side,40.78957,-73.96962,Private room,73,1,15,12/11/21,3.66,4,7
28017,45725319,There is a living room and a bedroom in the room.,200239515,Shogo,Queens,Jackson Heights,40.75273,-73.8764,Private room,37,30,0,,,110,56
28018,45726160,"Clean, bright 2BR steps from Prospect Park",22608145,Mark,Brooklyn,Prospect-Lefferts Gardens,40.66244,-73.95791,Entire home/apt,115,30,3,30/04/21,0.25,1,0
28019,45729644,Cozy Flat in the Heart of the Upper West Side,170568130,Ignacio,Manhattan,Upper West Side,40.78143,-73.98,Entire home/apt,82,1,79,23/11/21,8.62,13,145
28020,45732456,Cozy Brooklyn apartment 1min walk from Train,1377842,Luna,Brooklyn,Bedford-Stuyvesant,40.68131,-73.94122,Entire home/apt,120,31,1,31/07/21,0.24,1,0
28021,45732541,"Central location ! 5 min to L, J,M,Z trains .",101573638,Natasha,Brooklyn,Williamsburg,40.70893,-73.9516,Private room,75,3,41,03/12/21,3.04,1,156
28022,45733405,Spacious Bushwick Oasis in the Center of it All,7198128,Alexandra,Brooklyn,Bushwick,40.69687,-73.93219,Private room,70,1,11,16/11/21,11.0,2,128
28023,45738048,138 Bowery-Classic King Studio,51548122,Jeniffer,Manhattan,Chinatown,40.71804,-73.99529,Entire home/apt,140,15,10,03/07/21,0.71,49,59
28024,45738049,Awesome Loft Style Bedroom in Heart of Bushwick,7198128,Alexandra,Brooklyn,Bushwick,40.69733,-73.93065,Private room,71,1,10,02/11/21,10.0,2,145
28025,45738105,"Beautifully Lit Studio in Brooklyn, NY",370772965,Lloyd,Brooklyn,Prospect-Lefferts Gardens,40.65815,-73.94899,Entire home/apt,110,2,7,21/11/21,0.51,1,163
28026,45738575,Modern Manhattan/Harlem Escape.,265413038,Jose,Manhattan,East Harlem,40.80033,-73.94575,Entire home/apt,271,3,57,24/11/21,38.0,2,80
28027,45739070,Two Bedroom Apartment in a Brand New Building,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.7672,-73.98949,Entire home/apt,150,30,2,30/05/21,0.17,177,347
28028,45741022,Clean Room in Bayside Flushing Queens,370807118,Simon,Queens,Flushing,40.77414,-73.8017,Private room,45,1,2,09/02/21,0.17,1,0
28029,45742412,Cozy STUDIO in Astoria 15 min away from Manhattan!,334740780,Evi,Queens,Astoria,40.75785,-73.91536,Entire home/apt,75,10,0,,,1,273
28030,45742729,LARGE NEWLY FURNISHED 3BR APT NEAR CENTRAL PARK,9293730,Inna,Manhattan,Harlem,40.801476,-73.955032,Entire home/apt,195,30,3,31/05/21,0.82,34,339
28031,45743027,Beautiful Unit in Sugar Hill,341908723,Aleph,Manhattan,Harlem,40.82752,-73.93805,Private room,38,30,1,19/11/20,0.08,45,157
28032,45743503,3BR super close to Midtown! 2 mins -> subway,137358866,Kaz,Queens,Woodside,40.74438,-73.91012,Entire home/apt,163,30,0,,,162,335
28033,45743667,Spacious + Charming Unit in Sugar Hill,341908723,Aleph,Manhattan,Harlem,40.82814,-73.93842,Private room,42,30,1,21/12/20,0.09,45,329
28034,45743871,"Luxury, Minimalist Unit in Harlem",341908723,Aleph,Manhattan,Harlem,40.8184,-73.94014,Private room,42,30,0,,,45,244
28035,45744289,Large + Comfortable Unit in Harlem,341908723,Aleph,Manhattan,Harlem,40.81786,-73.93995,Private room,40,30,0,,,45,218
28036,45744441,Quiet Private Room in Harlem,341908723,Aleph,Manhattan,Harlem,40.81957,-73.93902,Private room,40,30,1,06/08/21,0.25,45,364
28037,45744539,"Modern, Sleek Unit in Harlem",341908723,Aleph,Manhattan,Harlem,40.81818,-73.94066,Private room,44,30,1,19/01/21,0.09,45,307
28038,45744619,Brooklyn 1BR (A) entire APT - Huge Backyard,51033911,Ashley,Brooklyn,Bushwick,40.69975,-73.93681,Entire home/apt,259,1,25,19/11/21,4.97,3,84
28039,45744659,Stylish Private Room  in Harlem,341908723,Aleph,Manhattan,Harlem,40.81772,-73.94008,Private room,40,30,0,,,45,218
28040,45744802,"Modern, Private Room in Harlem",341908723,Aleph,Manhattan,Harlem,40.81985,-73.9389,Private room,40,30,2,03/08/21,0.17,45,279
28041,45747288,small bedroom,48978249,QianWen,Queens,Flushing,40.75311,-73.82737,Private room,200,3,0,,,1,365
28042,45747325,Bright Upper East Side Park Avenue Beauty,289948179,Maggie,Manhattan,Upper East Side,40.77225,-73.96319,Entire home/apt,160,30,3,22/11/21,0.24,3,182
28043,45747355,138 Bowery-Studio Suite w. Dining Area,51548122,Jeniffer,Manhattan,Chinatown,40.71818,-73.99534,Entire home/apt,175,15,13,08/10/21,5.13,49,65
28044,45748469,Beautiful Master Bedroom w/ Private Bath Near Sea,15929157,Chris,Queens,Arverne,40.59163,-73.79331,Private room,45,30,2,03/07/21,0.26,2,0
28045,45748772,Private Room Shared Bathroom Near the Sea,15929157,Chris,Queens,Arverne,40.59301,-73.79325,Private room,39,30,3,31/08/21,0.49,2,336
28046,45750069,Brightly lit apartment in the center of it all!,45958654,Stephany,Manhattan,Chelsea,40.75083,-73.99825,Entire home/apt,145,2,34,21/11/21,4.16,1,0
28047,45750107,The Vanderbilt Executive,61391963,Stay With Vibe,Manhattan,Murray Hill,40.74909,-73.9774,Entire home/apt,142,30,3,01/10/21,0.29,105,351
28048,45750319,The Lex  Executive,61391963,Stay With Vibe,Manhattan,Kips Bay,40.74448,-73.97929,Entire home/apt,99,30,3,30/06/21,0.29,105,309
28049,45752036,138 Bowery-Modern King Studio,51548122,Jeniffer,Manhattan,Lower East Side,40.7183,-73.99418,Entire home/apt,170,15,6,22/11/21,0.43,49,13
28050,45752068,Newly renovated 2BR in the UES (30 DAYS MIN),23772724,The Local Stay,Manhattan,Upper East Side,40.7731,-73.95306,Entire home/apt,99,30,2,30/05/21,0.17,45,232
28051,45752087,The crozy Private room on the first floor,137129564,Bing,Queens,Flushing,40.75238,-73.81428,Private room,52,1,23,28/11/21,2.33,6,164
28052,45752267,138 Bowery-Modern King Studio,51548122,Jeniffer,Manhattan,Chinatown,40.71848,-73.99585,Entire home/apt,170,15,6,30/09/21,0.47,49,55
28053,45752780,Cute 1 Bedroom in Clinton Hill with great light,65775049,Nicole,Brooklyn,Bedford-Stuyvesant,40.6874,-73.95601,Entire home/apt,380,4,0,,,1,0
28054,45754166,"3 minutes walk to the ohel, private enterence 2bdr",47900722,Sagee,Queens,Cambria Heights,40.68631,-73.73544,Entire home/apt,270,1,1,18/10/20,0.07,4,68
28055,45754690,La Sienna Private Single Room in a Pre-war Bldng,1171497,Yvette,Manhattan,Harlem,40.80813,-73.94963,Private room,71,5,12,20/09/21,2.69,7,58
28056,45756266,"Fab, Modern and Comfy Room/Apartment in Bushwick",55140440,Shaneil,Brooklyn,Bushwick,40.69362,-73.92302,Private room,50,3,1,18/10/20,0.07,1,0
28057,45756912,"VERY Bright & Colorful Studio,10min drive from JFK",5954527,Rushell,Brooklyn,East New York,40.66668,-73.86041,Entire home/apt,90,2,7,11/08/21,0.54,1,0
28058,45757633,The Wall Street Experience,370962749,Lawrence,Manhattan,Financial District,40.70708,-74.00879,Private room,60,1,4,08/11/20,0.29,1,0
28059,45759295,Well-lit 1st Fl 4BR-House -> 52 St station (7train),137358866,Kaz,Queens,Woodside,40.74555,-73.90921,Entire home/apt,190,30,0,,,162,307
28060,45760277,"Beautiful and private room, share kitchen and bath",352857062,Melekh,Brooklyn,Bedford-Stuyvesant,40.67935,-73.91081,Private room,55,2,23,29/11/21,6.7,2,318
28061,45762332,"Well Lit Bedroom Spaces. Place Near Midtown, Train",137358866,Kaz,Queens,Woodside,40.74351,-73.90814,Entire home/apt,197,30,0,,,162,44
28062,45763274,Beautiful Modern Clean Secure Elevator Balcony,224009,Michelle,Manhattan,East Harlem,40.79352,-73.94042,Entire home/apt,425,14,0,,,2,365
28063,45763753,"3BR2BA Posh Woodside Rooms w/ Elevator, Wifi",137358866,Kaz,Queens,Woodside,40.74638,-73.90602,Entire home/apt,201,30,0,,,162,34
28064,45765604,The Paul Hotel - Modern Luxury - Chelsea / NoMad,38592279,Vk,Manhattan,Midtown,40.74559,-73.98811,Private room,398,1,16,17/07/21,2.87,25,9
28065,45766243,Modern Upper East Side 1 BR (Close to CentralPark),29131657,Othman,Manhattan,Upper East Side,40.76075,-73.96322,Entire home/apt,130,4,3,29/11/20,0.22,1,0
28066,45767156,MG Room Next to the Subway,366142747,Aline,Brooklyn,Bedford-Stuyvesant,40.68366,-73.93714,Private room,50,1,5,09/01/21,0.37,3,0
28067,45767160,Cozy apartment in the heart of Downtown Manhattan,48345272,Konstantino,Manhattan,Chinatown,40.71394,-73.99123,Entire home/apt,85,30,2,15/08/21,0.16,3,111
28068,45767271,MG Nice Room to Stay in NYC Brooklyn,366142747,Aline,Brooklyn,Bedford-Stuyvesant,40.68505,-73.9379,Private room,50,1,8,03/01/21,0.63,3,0
28069,45767373,MG Comfortable Room in Brooklyn,366142747,Aline,Brooklyn,Bedford-Stuyvesant,40.68493,-73.93864,Private room,50,1,2,10/01/21,0.15,3,0
28070,45767789,"Bright, Centrally Located Murray Hill One Bedroom",22541573,Ken,Manhattan,Murray Hill,40.74871,-73.97989,Entire home/apt,212,30,0,,,105,355
28071,45767800,"Murray Hill Studio near Bryant Park, Midtown",22541573,Ken,Manhattan,Murray Hill,40.74922,-73.98129,Entire home/apt,181,30,0,,,105,350
28072,45767809,"Chelsea One Bedroom, Stunning City Views from Rooftop and Fitness Center",22541573,Ken,Manhattan,Chelsea,40.75115,-73.99372,Entire home/apt,210,30,0,,,105,350
28073,45767833,Comfortable Two Bedroom in Convenient Centralized Location,22541573,Ken,Manhattan,Midtown,40.75846,-73.9787,Entire home/apt,445,30,0,,,105,301
28074,45767847,Stay Like an NYC Local in this Upper West Side One Bedroom,22541573,Ken,Manhattan,Upper West Side,40.7864,-73.97298,Entire home/apt,175,30,1,30/11/21,1.0,105,330
28075,45767883,Midtown West One Bedroom near Columbus Circle,22541573,Ken,Manhattan,Midtown,40.75822,-73.98019,Entire home/apt,279,30,0,,,105,302
28076,45768015,"PRIME Location near Subways, Flatiron Building and Madison Square Park! One Bedroom",22541573,Ken,Manhattan,Midtown,40.7457,-73.98494,Entire home/apt,210,30,2,18/08/21,0.37,105,351
28077,45768074,"Gorgeous UWS One Bedroom near Subways, Parks",22541573,Ken,Manhattan,Upper West Side,40.78871,-73.9738,Entire home/apt,287,30,0,,,105,245
28078,45770174,"Vibrant & Cozy, Coffeeshop Vibes. Next to Barclays",10964365,Ermina,Brooklyn,Prospect Heights,40.68069,-73.972,Private room,82,3,19,09/11/21,5.28,1,61
28079,45772997,Spacious 2 Bedroom Steps from Times Sq.,371089001,Jorge,Manhattan,Hell's Kitchen,40.76238,-73.98917,Entire home/apt,116,1,118,17/10/21,13.46,1,59
28080,45773311,"Eclectic Private New Apartment  Westerleigh, S.I.",194927513,Melissa,Staten Island,Westerleigh,40.61785,-74.1352,Entire home/apt,98,2,55,25/11/21,9.59,1,128
28081,45773573,Artsy Studio for music lover @UES Whiteglove Bld,164692592,Nuoya,Manhattan,Upper East Side,40.77347,-73.95165,Entire home/apt,125,30,0,,,1,122
28082,45774143,Best Location in Williamsburg Big Sunny Art Loft,315563761,Phil,Brooklyn,Williamsburg,40.71669,-73.9595,Entire home/apt,401,3,28,04/10/21,2.37,1,343
28083,45774983,Lux renovated 3BR apartment->Midtown Train,137358866,Kaz,Queens,Woodside,40.74678,-73.90689,Entire home/apt,201,30,0,,,162,334
28084,45775212,"A Unique place, very convenient and comfortable..",143194785,Roman,Staten Island,Eltingville,40.53887,-74.14247,Entire home/apt,500,2,0,,,1,178
28085,45775472,Unique 2BR2BA House With Large Rooms+Elevator,137358866,Kaz,Queens,Woodside,40.74624,-73.9079,Entire home/apt,171,30,0,,,162,338
28086,45776994,Amazing private BR in Bed-Stuy close to G train,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68812,-73.95125,Private room,46,35,0,,,27,335
28087,45780791,Charming Spacious Room 4 U!,1929686,Dina,Brooklyn,Bedford-Stuyvesant,40.68691,-73.93509,Private room,70,7,1,30/11/20,0.08,1,279
28088,45781965,"Luxury UWS 1 Bed w/ Gym, Laundry, Rooftop #6109",113723310,MyNyHousing,Manhattan,Upper West Side,40.79092,-73.97433,Entire home/apt,185,30,2,27/02/21,0.33,46,279
28089,45782880,Monthly Discount 4 Bed 1 Bath | Walk to Times Sqr,334591997,Roger,Manhattan,Hell's Kitchen,40.75512,-73.99137,Entire home/apt,500,30,1,03/12/20,0.08,2,365
28090,45783139,Huge Sunny Bedroom,37883321,Lionel,Brooklyn,Bedford-Stuyvesant,40.68653,-73.94459,Private room,50,30,2,03/04/21,0.19,4,93
28091,45783477,All-inclusive apartment home | 1BR in New York,368944610,Carolyn,Manhattan,Chelsea,40.74192,-73.99501,Entire home/apt,318,31,0,,,37,365
28092,45783532,Prospect Park Penthouse w/ Beautiful City Views 🏙,371163484,Emily,Brooklyn,Flatbush,40.63879,-73.95179,Entire home/apt,180,2,12,25/11/21,4.0,1,334
28093,45783587,"Sunny Spacious 2BR, 2nd Flr Apt, Free Parking",139528206,Ilka & Dave,Brooklyn,Coney Island,40.5807,-74.00203,Entire home/apt,100,30,3,08/08/21,0.24,2,94
28094,45783672,"Gorgeous, Newly Renovated Garden Apt with Parking",14296610,Danielle,Brooklyn,East Flatbush,40.65586,-73.93722,Entire home/apt,76,30,5,09/11/21,0.76,1,241
28095,45784235,Prime Location! Central Park. 2 Bedrooms Apt.,86771798,Daia,Manhattan,Midtown,40.76654,-73.97906,Entire home/apt,150,365,1,04/01/21,0.09,25,364
28096,45784511,Cute quiet artist oasis,371173367,Katy,Manhattan,Chinatown,40.71515,-73.99391,Entire home/apt,150,30,0,,,1,120
28097,45784522,Spacious NYC Apartment with Breathtaking Views,269049125,Genesis,Manhattan,Harlem,40.80951,-73.94201,Entire home/apt,130,30,2,22/07/21,0.34,1,0
28098,45785189,Manhattan Townhome - 9 Bedrooms + City views,159355723,Outsite,Manhattan,Murray Hill,40.74736,-73.97932,Entire home/apt,900,30,2,14/08/21,0.34,3,338
28099,45786764,"Stunning loft style, big window apartment",21964394,Charlotte,Brooklyn,Williamsburg,40.71734,-73.96215,Private room,250,3,7,04/08/21,0.88,1,0
28100,45788659,Clean lovely interiors nice place. 3BR in Woodside,137358866,Kaz,Queens,Woodside,40.74481,-73.90801,Entire home/apt,201,30,0,,,162,278
28101,45789721,"Woodside 62st in Queens. Full Size Beds 4BR, WiFi",137358866,Kaz,Queens,Woodside,40.74794,-73.90041,Entire home/apt,209,30,0,,,162,337
28102,45790357,Spacious room 2 mins from 7 Express train 61 St,137358866,Kaz,Queens,Woodside,40.74566,-73.90033,Private room,58,30,1,03/11/21,0.91,162,332
28103,45791053,Lovely 3BR House -> Subway Midtown n supermarkets,137358866,Kaz,Queens,Woodside,40.74395,-73.90152,Entire home/apt,160,30,0,,,162,279
28104,45791404,SoHo/Central/Fast WiFi/Subway Close/Entire Place,114548258,Only One,Manhattan,Greenwich Village,40.72702,-73.99927,Entire home/apt,260,1,0,,,4,362
28105,45791537,SoHo/Central/Fast WiFi/Subway Close/Private Rm,114548258,Only One,Manhattan,SoHo,40.72674,-74.00078,Private room,150,1,0,,,4,180
28106,45792896,Amazing 3BR Apartment Near UN Midtown.,137358866,Kaz,Queens,Maspeth,40.7401,-73.90129,Entire home/apt,198,90,0,,,162,188
28107,45793346,Lively Private BR Near G Train,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68987,-73.95034,Private room,42,35,0,,,27,362
28108,45793496,Brand NEW BR few steps from Subway,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68782,-73.94988,Private room,47,35,0,,,27,365
28109,45793612,NEW Designer award private BR near G train,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68926,-73.94984,Private room,51,35,1,28/11/20,0.08,27,333
28110,45796447,Wonderful 4BR Near Roosevelt Jackson Heights Stat,137358866,Kaz,Queens,Woodside,40.74301,-73.90317,Entire home/apt,171,30,0,,,162,240
28111,45796822,Center of the city for 3 people,32908315,Val,Manhattan,Chelsea,40.74954,-73.99301,Entire home/apt,325,1,35,09/11/21,2.57,5,338
28112,45796907,Lots of Natural Light. Full Size Bed near Midtown.,137358866,Kaz,Queens,Woodside,40.74488,-73.89317,Private room,44,30,0,,,162,54
28113,45797302,"Room 6mins by foot Roosevelt Ave, Jackson Heights",137358866,Kaz,Queens,Woodside,40.74288,-73.89286,Private room,41,30,5,12/11/21,0.81,162,321
28114,45799770,Private Bedroom in shared apartment .,197372149,Nour,Manhattan,Harlem,40.8133,-73.94853,Private room,100,1,40,07/11/21,16.67,3,331
28115,45800230,The Paul Hotel Luxury in Chelsea / Nomad,38592279,Vk,Manhattan,Midtown,40.74573,-73.98828,Private room,398,1,9,05/09/21,0.76,25,9
28116,45800298,The Paul Hotel Luxury - Chelsea / NoMad,38592279,Vk,Manhattan,Midtown,40.74537,-73.98814,Private room,398,1,4,15/02/21,0.29,25,9
28117,45801851,Whole house in beautiful NYC!,36053172,Angie,Brooklyn,Midwood,40.61557,-73.95685,Entire home/apt,300,30,1,31/08/21,0.31,3,244
28118,45801985,🌟 Unique stay ! Hell's Kitchen!,252026677,Sophie,Manhattan,Hell's Kitchen,40.76464,-73.99281,Entire home/apt,284,3,32,28/11/21,32.0,1,156
28119,45809231,Economy Pied-à-terre,86414330,Willi,Queens,Astoria,40.756157,-73.927109,Entire home/apt,109,4,21,10/11/21,21.0,1,76
28120,45809596,4 Bedroom  Woodside Townhouse with a Classic Feel,137358866,Kaz,Queens,Woodside,40.74416,-73.89479,Entire home/apt,187,30,0,,,162,279
28121,45810110,"Spacious Room-> Subway Queens Center Mall, NYPD",137358866,Kaz,Queens,Elmhurst,40.74474,-73.87142,Private room,44,30,0,,,162,34
28122,45810473,Spacious  Simple RM near Queens Center Mall & NYPD,137358866,Kaz,Queens,Elmhurst,40.74289,-73.8725,Private room,43,30,0,,,162,3
28123,45810858,Private Room Available in Spacious Bed Stuy Duplex,261674694,Zack,Brooklyn,Bedford-Stuyvesant,40.69405,-73.94549,Private room,38,90,0,,,1,290
28124,45810868,Minimalistic rooms in a safe & convenient neighborhood,137358866,Kaz,Queens,Elmhurst,40.74334,-73.87063,Entire home/apt,169,30,0,,,162,336
28125,45811189,"Easy access Mall, Midtown. Quiet spacious room!",137358866,Kaz,Queens,Elmhurst,40.74275,-73.87147,Entire home/apt,169,30,0,,,162,302
28126,45811375,Clean and bright room 干净明亮大床房,371382100,Jinyun,Queens,Flushing,40.74038,-73.81259,Private room,50,13,5,09/06/21,0.39,3,27
28127,45813166,Private Room on Brighton Beach. Next to the Beach.,250263013,Natalya,Brooklyn,Brighton Beach,40.57756,-73.96501,Private room,60,1,65,03/12/21,6.11,3,252
